query_id,query_name,query_type,release_id,release_version,timestamp,execution_time_ms,baseline_execution_time_ms,rows_examined,rows_returned,cpu_time_ms,io_cost,plan_hash,baseline_plan_hash,plan_changed,index_name,index_status,statistics_age,statistics_status,workload_level,schema_change,release_change,regression_label,regression_severity,expected_impact,user_impact,evidence
SYNTH-Q-003,Create appointment,create_appointment,REL-101,v1.0.0,2026-07-02 00:07:00,20.8,22.0,14,1,13.71,3.97,6334b72f6d2d33d6,6334b72f6d2d33d6,0,idx_appt_doctor_date_time,OPTIMAL,11,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": -5.45, ""delta_ms"": -1.2, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-003,Create appointment,create_appointment,REL-101,v1.0.0,2026-07-02 02:43:00,20.46,22.0,14,1,13.49,3.91,6334b72f6d2d33d6,6334b72f6d2d33d6,0,idx_appt_doctor_date_time,OPTIMAL,10,CURRENT,HIGH,NONE,release_deployment,NORMAL,OK,Slight concurrency queueing without plan degradation.,Imperceptible patient UI latency (<50ms shift); no booking hazard.,"{""rule_triggered"": ""FALSE_POSITIVE_GRACE_BAND"", ""delta_pct"": -7.0, ""delta_ms"": -1.54, ""plan_diff"": ""NONE - Query plan remains optimal index search"", ""index_impact"": ""OPTIMAL (no index drop)"", ""workload_effect"": ""Queue delay during HIGH workload"", ""recommendation"": ""Maintain baseline. No schema or query regression detected; transient queue latency.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 08:24:00,13.25,13.8,24,1,8.16,1.73,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,9,CURRENT,HIGH,NONE,release_deployment,NORMAL,OK,Slight concurrency queueing without plan degradation.,Imperceptible patient UI latency (<50ms shift); no booking hazard.,"{""rule_triggered"": ""FALSE_POSITIVE_GRACE_BAND"", ""delta_pct"": -3.99, ""delta_ms"": -0.55, ""plan_diff"": ""NONE - Query plan remains optimal index search"", ""index_impact"": ""OPTIMAL (no index drop)"", ""workload_effect"": ""Queue delay during HIGH workload"", ""recommendation"": ""Maintain baseline. No schema or query regression detected; transient queue latency.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 10:35:00,14.29,13.8,25,1,8.8,1.86,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,11,CURRENT,LOW,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 3.55, ""delta_ms"": 0.49, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 12:43:00,14.11,13.8,25,1,8.69,1.84,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,13,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 2.25, ""delta_ms"": 0.31, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 14:07:00,13.05,13.8,24,1,8.04,1.7,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,7,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": -5.43, ""delta_ms"": -0.75, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 16:00:00,14.38,13.8,25,1,8.86,1.88,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,9,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 4.2, ""delta_ms"": 0.58, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 18:32:00,14.08,13.8,25,1,8.67,1.84,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,14,CURRENT,LOW,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 2.03, ""delta_ms"": 0.28, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 20:40:00,13.52,13.8,24,1,8.33,1.76,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,3,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": -2.03, ""delta_ms"": -0.28, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-01 22:10:00,13.41,13.8,24,1,8.26,1.75,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,10,CURRENT,LOW,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": -2.83, ""delta_ms"": -0.39, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-02 00:01:00,14.64,13.8,25,1,9.02,1.91,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,6,CURRENT,LOW,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 6.09, ""delta_ms"": 0.84, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-004,Verify whether an appointment slot is already booked,verify_slot_booked,REL-101,v1.0.0,2026-07-02 02:19:00,13.23,13.8,24,1,8.15,1.73,b1ad58e1033f203f,b1ad58e1033f203f,0,idx_appt_doctor_date_time_status,OPTIMAL,1,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": -4.13, ""delta_ms"": -0.57, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-005,Search appointments,search_appointments,REL-101,v1.0.0,2026-07-01 08:36:00,29.56,28.5,356,24,19.7,6.02,e76181d244fee67c,e76181d244fee67c,0,idx_appt_patient_date,OPTIMAL,2,CURRENT,LOW,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 3.72, ""delta_ms"": 1.06, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-005,Search appointments,search_appointments,REL-101,v1.0.0,2026-07-01 10:04:00,29.23,28.5,354,24,19.49,5.95,e76181d244fee67c,e76181d244fee67c,0,idx_appt_patient_date,OPTIMAL,3,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 2.56, ""delta_ms"": 0.73, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
SYNTH-Q-005,Search appointments,search_appointments,REL-101,v1.0.0,2026-07-01 12:35:00,28.63,28.5,350,24,19.08,5.83,e76181d244fee67c,e76181d244fee67c,0,idx_appt_patient_date,OPTIMAL,5,CURRENT,NORMAL,NONE,release_deployment,NORMAL,OK,System performance within acceptable noise band.,Normal patient scheduling experience with zero delay.,"{""rule_triggered"": ""WITHIN_NOISE_BAND"", ""delta_pct"": 0.46, ""delta_ms"": 0.13, ""plan_diff"": ""NONE"", ""index_impact"": ""OPTIMAL"", ""recommendation"": ""Performance within normal operational variance.""}"
